"Point.Forecast","Lo.95","Hi.95"
297.883530662402,4.1511532717276,1275.32429625006
348.090959833353,9.00941370002789,1394.92273643341
379.425622046132,12.9524894267299,1466.27759315437
87.0769008835721,-9.16941936328941,709.089412155655
442.019739170751,22.8188365426778,1602.29979487843
309.651129193832,4.91248124682732,1309.45221110276
435.11810063133,21.6026571240058,1587.72280860334
277.369449271377,1.99645588912403,1251.8484503986
361.242738076021,9.38593617333124,1446.94046517678
367.816802428528,10.1784687376436,1461.7228033049
103.988154912037,-6.25741338981752,779.147210832415
427.608200105726,18.6832294639646,1593.02895830746
310.068339618949,4.24579089479508,1329.63575806106
424.580006821008,18.1993638896325,1586.49646017136
283.414393398648,1.96080917477924,1282.58062050851
358.501931332721,8.18773737494936,1458.24720340732
365.128797505019,8.92960875737235,1473.28715793396
119.430982056393,-4.32410219820916,840.737406745083
418.662627790948,15.9841770356482,1592.10058320387
312.56705824312,3.87942268998449,1352.20706881753
415.879335428076,15.5731387874381,1586.02455854982
288.24629822223,1.92395132044663,1307.58322029995
356.483956705908,7.30404037930629,1467.93838631811
362.444767500667,7.92998477057177,1481.56330155127
134.582526992477,-2.87010762910915,897.888820088082
410.550088719402,13.8425714575093,1589.29899319823
314.854873124436,3.61439927148488,1371.29055495489
408.059214243306,13.5004453656592,1583.80462549262
292.682124270101,1.919130256982,1329.26768558643
354.650140557642,6.60899497522006,1475.39672530217
360.030720513133,7.14320014853218,1487.76871482786
