"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
45.0766215188078,22.2534761662431,67.8997668713725,10.1716328257151,79.9816102119004
45.0766215188078,22.2310050449777,67.9222379926378,10.1372662114043,80.0159768262112
45.0766215188078,22.2085560047688,67.9446870328467,10.1029333671554,80.0503096704601
45.0766215188078,22.1861289806508,67.9671140569647,10.0686341936118,80.0846088440037
45.0766215188078,22.163723907976,67.9895191296395,10.0343685919035,80.118874445712
45.0766215188078,22.1413407224124,68.0119023152031,10.0001364636432,80.1531065739723
45.0766215188078,22.1189793599418,68.0342636776737,9.96593771092337,80.1873053266921
45.0766215188078,22.0966397568572,68.0566032807584,9.9317722363128,80.2214708013027
45.0766215188078,22.0743218497611,68.0789211878544,9.89763994285339,80.2556030947621
45.0766215188078,22.0520255755634,68.1012174620521,9.86354073405692,80.2897023035586
45.0766215188078,22.029750871479,68.1234921661365,9.82947451390196,80.3237685237135
45.0766215188078,22.0074976750259,68.1457453625896,9.79544118683062,80.3578018507849
45.0766215188078,21.9852659240232,68.1679771135923,9.76144065774545,80.3918023798701
45.0766215188078,21.9630555565892,68.1901874810263,9.72747283200636,80.4257702056092
45.0766215188078,21.940866511139,68.2123765264765,9.69353761542754,80.459705422188
45.0766215188078,21.9186987263829,68.2345443112326,9.6596349142744,80.4936081233411
45.0766215188078,21.8965521413242,68.2566908962913,9.62576463526054,80.527478402355
45.0766215188078,21.8744266952573,68.2788163423582,9.59192668554481,80.5613163520707
45.0766215188078,21.8523223277658,68.3009207098497,9.55812097272827,80.5951220648872
45.0766215188078,21.8302389787205,68.323004058895,9.52434740485127,80.6288956327642
45.0766215188078,21.8081765882776,68.3450664493379,9.49060589039058,80.6626371472249
45.0766215188078,21.7861350968767,68.3671079407388,9.45689633825642,80.6963466993591
45.0766215188078,21.7641144452389,68.3891285923766,9.42321865778965,80.7300243798259
45.0766215188078,21.7421145743652,68.4111284632503,9.3895727587589,80.7636702788566
45.0766215188078,21.7201354255343,68.4331076120812,9.35595855135772,80.7972844862578
45.0766215188078,21.6981769403009,68.4550660973146,9.32237594620188,80.8308670914136
45.0766215188078,21.676239060494,68.4770039771215,9.28882485432646,80.864418183289
45.0766215188078,21.654321728215,68.4989213094005,9.25530518718324,80.8979378504323
45.0766215188078,21.6324248858361,68.5208181517794,9.22181685663785,80.9314261809777
45.0766215188078,21.610548475998,68.5426945616175,9.18835977496717,80.9648832626483
45.0766215188078,21.5886924416089,68.5645505960066,9.15493385485657,80.9983091827589
45.0766215188078,21.5668567258422,68.5863863117733,9.12153900939729,81.0317040282182
45.0766215188078,21.5450412721349,68.6082017654806,9.08817515208382,81.0650678855317
45.0766215188078,21.5232460241861,68.6299970134294,9.05484219681123,81.0984008408043
45.0766215188078,21.501470925955,68.6517721116605,9.02154005787263,81.1317029797429
45.0766215188078,21.4797159216595,68.673527115956,8.98826864995658,81.1649743876589
45.0766215188078,21.4579809557743,68.6952620818412,8.95502788814454,81.198215149471
45.0766215188078,21.4362659730295,68.716977064586,8.92181768790831,81.2314253497072
45.0766215188078,21.4145709184086,68.7386721192069,8.88863796510761,81.2646050725079
45.0766215188078,21.3928957371472,68.7603473004683,8.85548863598749,81.297754401628
45.0766215188078,21.3712403747314,68.7820026628841,8.82236961717594,81.3308734204396
45.0766215188078,21.3496047768958,68.8036382607198,8.78928082568137,81.3639622119341
45.0766215188078,21.3279888896223,68.8252541479932,8.7562221788903,81.3970208587252
45.0766215188078,21.3063926591385,68.846850378477,8.72319359456479,81.4300494430507
45.0766215188078,21.2848160319159,68.8684270056996,8.69019499084023,81.4630480467753
45.0766215188078,21.2632589546688,68.8899840829467,8.65722628622282,81.4960167513927
45.0766215188078,21.241721374352,68.9115216632635,8.62428739958733,81.5289556380282
45.0766215188078,21.2202032381601,68.9330397994554,8.59137825017471,81.5618647874408
45.0766215188078,21.1987044935256,68.9545385440899,8.55849875758982,81.5947442800257
45.0766215188078,21.1772250881173,68.9760179494982,8.52564884179908,81.6275941958164
45.0766215188078,21.155764969839,68.9974780677765,8.49282842312827,81.6604146144872
45.0766215188078,21.1343240868281,69.0189189507875,8.46003742226023,81.6932056153553
45.0766215188078,21.1129023874537,69.0403406501618,8.42727576023263,81.7259672773829
45.0766215188078,21.0914998203159,69.0617432172996,8.39454335843577,81.7586996791797
45.0766215188078,21.0701163342436,69.0831267033719,8.36184013861035,81.7914028990052
45.0766215188078,21.0487518782935,69.104491159322,8.32916602284529,81.8240770147702
45.0766215188078,21.0274064017486,69.1258366358669,8.29652093357562,81.8567221040399
45.0766215188078,21.0060798541167,69.1471631834988,8.26390479358026,81.8893382440353
45.0766215188078,20.9847721851292,69.1684708524863,8.23131752597991,81.9219255116356
45.0766215188078,20.9634833447395,69.189759692876,8.19875905423497,81.9544839833805
45.0766215188078,20.9422132831217,69.2110297544938,8.16622930214339,81.9870137354721
45.0766215188078,20.9209619506695,69.232281086946,8.13372819383863,82.0195148437769
45.0766215188078,20.8997292979943,69.2535137396212,8.10125565378757,82.0519873838279
45.0766215188078,20.8785152759244,69.2747277616912,8.06881160678849,82.084431430827
45.0766215188078,20.8573198355033,69.2959232021122,8.03639597796901,82.1168470596465
45.0766215188078,20.8361429279888,69.3171001096268,8.0040086927841,82.1492343448314
45.0766215188078,20.814984504851,69.3382585327645,7.97164967701404,82.1815933606015
45.0766215188078,20.7938445177719,69.3593985198436,7.93931885676248,82.213924180853
45.0766215188078,20.7727229186433,69.3805201189722,7.90701615845443,82.2462268791611
45.0766215188078,20.7516196595659,69.4016233780496,7.87474150883436,82.2785015287811
45.0766215188078,20.7305346928483,69.4227083447672,7.84249483496421,82.3107482026513
45.0766215188078,20.7094679710049,69.4437750666106,7.81027606422152,82.342966973394
45.0766215188078,20.6884194467558,69.4648235908597,7.77808512429742,82.3751579133181
45.0766215188078,20.6673890730244,69.4858539645911,7.74592194319489,82.4073210944206
45.0766215188078,20.6463768029372,69.5068662346783,7.71378644922673,82.4394565883888
45.0766215188078,20.6253825898217,69.5278604477938,7.6816785710138,82.4715644666017
45.0766215188078,20.6044063872059,69.5488366504096,7.64959823748313,82.5036448001324
45.0766215188078,20.5834481488166,69.5697948887989,7.61754537786606,82.5356976597494
45.0766215188078,20.5625078285785,69.590735209037,7.58551992169649,82.567723115919
45.0766215188078,20.5415853806129,69.6116576570026,7.55352179880901,82.5997212388065
45.0766215188078,20.5206807592366,69.6325622783789,7.52155093933712,82.6316920982784
45.0766215188078,20.4997939189606,69.6534491186549,7.48960727371146,82.6636357639041
45.0766215188078,20.4789248144891,69.6743182231264,7.45769073265804,82.6955523049575
45.0766215188078,20.4580734007182,69.6951696368973,7.42580124719647,82.727441790419
45.0766215188078,20.437239632735,69.7160034048805,7.39393874863831,82.7593042889772
45.0766215188078,20.4164234658161,69.7368195717994,7.36210316858516,82.7911398690303
45.0766215188078,20.395624855427,69.7576181821885,7.33029443892715,82.8229485986884
45.0766215188078,20.3748437572204,69.7783992803951,7.2985124918411,82.8547305457744
45.0766215188078,20.3540801270355,69.7991629105801,7.26675725978892,82.8864857778266
